MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,34.1585076,-118.6361068,251.012,0.0020000553,0.1,314.8661,1638995382999
Fix,GT,34.1585076,-118.6361068,251.012,1.16825106e-07,0.1,314.86688,1638995383999
Fix,GT,34.1585076,-118.6361068,251.012,0.001,0.1,314.86777,1638995384999
Fix,GT,34.1585076,-118.6361068,251.012,6.479025e-08,0.1,314.86765,1638995385999
Fix,GT,34.1585076,-118.6361068,251.012,0.001,0.1,314.8675,1638995386999
Fix,GT,34.1585076,-118.6361068,251.012,0.0,0.1,314.8671,1638995387999
Fix,GT,34.1585076,-118.6361068,251.012,7.43866e-08,0.1,314.86606,1638995388999
Fix,GT,34.1585076,-118.6361068,251.012,0.001,0.1,314.8656,1638995389999
Fix,GT,34.1585076,-118.6361068,251.012,0.0010000335,0.1,314.8651,1638995390999
Fix,GT,34.1585076,-118.6361068,251.012,0.023343395,0.1,314.86514,1638995391999
Fix,GT,34.1585091,-118.6361087,251.017999912858,0.45608518,0.1,314.83496,1638995392999
Fix,GT,34.1585134,-118.6361138,251.04399963879587,0.8464041,0.1,314.77603,1638995393999
Fix,GT,34.1585198,-118.6361215,251.0799996259213,1.1504707,0.1,314.68002,1638995394999
Fix,GT,34.1585277,-118.6361312,251.13399941957,1.3378474,0.1,314.5818,1638995395999
Fix,GT,34.1585363,-118.6361418,251.1899995008111,1.2876462,0.1,314.47394,1638995396999
Fix,GT,34.1585428,-118.6361498,251.23099969083069,0.75308317,0.1,314.37988,1638995397999
Fix,GT,34.1585456,-118.6361533,251.248,0.19731876,0.1,314.35544,1638995398999
Fix,GT,34.158546,-118.6361538,251.249,0.004471891,0.1,314.35156,1638995399999
Fix,GT,34.158546,-118.6361538,251.249,1.1253358e-07,0.1,314.3522,1638995400999
Fix,GT,34.158546,-118.6361538,251.249,0.0010001431,0.1,314.35263,1638995401999
Fix,GT,34.158546,-118.6361538,251.249,0.0014141643,0.1,314.3526,1638995402999
Fix,GT,34.158546,-118.6361538,251.249,0.0010000506,0.1,314.35327,1638995403999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.35358,1638995404999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.3543,1638995405999
Fix,GT,34.158546,-118.6361538,251.249,0.0014141591,0.1,314.35538,1638995406999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.35562,1638995407999
Fix,GT,34.158546,-118.6361538,251.249,1.953085e-07,0.1,314.3566,1638995408999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.35706,1638995409999
Fix,GT,34.158546,-118.6361538,251.249,0.001,0.1,314.35788,1638995410999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.359,1638995411999
Fix,GT,34.158546,-118.6361538,251.249,0.001,0.1,314.35974,1638995412999
Fix,GT,34.158546,-118.6361538,251.249,0.001,0.1,314.36087,1638995413999
Fix,GT,34.158546,-118.6361538,251.249,0.001,0.1,314.3616,1638995414999
Fix,GT,34.158546,-118.6361538,251.249,0.0019996793,0.1,314.36234,1638995415999
Fix,GT,34.158546,-118.6361538,251.249,0.001,0.1,314.36307,1638995416999
Fix,GT,34.158546,-118.6361538,251.249,0.0010001668,0.1,314.36423,1638995417999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.36548,1638995418999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.36658,1638995419999
Fix,GT,34.158546,-118.6361538,251.249,2.4934076e-07,0.1,314.36737,1638995420999
Fix,GT,34.158546,-118.6361538,251.249,0.0009998205,0.1,314.368,1638995421999
Fix,GT,34.158546,-118.6361538,251.249,0.0,0.1,314.3691,1638995422999
Fix,GT,34.158546,-118.6361538,251.249,0.001000077,0.1,314.37012,1638995423999
Fix,GT,34.158546,-118.6361538,251.249,0.0014139462,0.1,314.37137,1638995424999
Fix,GT,34.158546,-118.6361538,251.249,0.0010000797,0.1,314.37277,1638995425999
Fix,GT,34.158546,-118.6361538,251.249,0.001000081,0.1,314.3736,1638995426999
Fix,GT,34.158546,-118.6361538,251.249,0.0010000824,0.1,314.37433,1638995427999
Fix,GT,34.158546,-118.6361538,251.249,0.00141413,0.1,314.3753,1638995428999
Fix,GT,34.158546,-118.6361538,251.249,0.0014141286,0.1,314.377,1638995429999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.37854,1638995430999
Fix,GT,34.158546,-118.6361538,251.249,0.0014142136,0.1,314.37994,1638995431999
Fix,GT,34.158546,-118.6361538,251.249,0.002236068,0.1,314.3816,1638995432999
Fix,GT,34.158546,-118.6361538,251.249,0.002236068,0.1,314.38312,1638995433999
Fix,GT,34.158546,-118.6361538,251.249,0.002000257,0.1,314.38516,1638995434999
Fix,GT,34.1585461,-118.6361539,251.2470002241731,0.08699034,0.1,314.38528,1638995435999
Fix,GT,34.1585484,-118.6361567,251.25699977272748,0.78492206,0.1,314.35016,1638995436999
Fix,GT,34.158559,-118.6361697,251.3129972341061,2.6242418,0.1,314.1894,1638995437999
Fix,GT,34.1585807,-118.6361969,251.43999602794645,4.237371,0.1,313.69415,1638995438999
Fix,GT,34.1586118,-118.6362364,251.6189938414097,5.8652787,0.1,313.26312,1638995439999
Fix,GT,34.1586513,-118.6362888,251.83599519824983,6.947515,0.1,311.90445,1638995440999
Fix,GT,34.1586945,-118.6363484,252.12399464988707,7.5740604,0.1,310.80026,1638995441999
Fix,GT,34.1587409,-118.6364134,252.4419933470488,8.248984,0.1,310.4212,1638995442999
Fix,GT,34.1587917,-118.636484,252.81798976540568,8.96397,0.1,310.37357,1638995443999
Fix,GT,34.1588456,-118.63656,253.18499241650105,9.253072,0.1,310.27252,1638995444999
Fix,GT,34.1588993,-118.6366354,253.524990015924,9.262067,0.1,310.7428,1638995445999
Fix,GT,34.1589574,-118.6367152,253.8799924826026,10.365965,0.1,310.77234,1638995446999
Fix,GT,34.1590216,-118.6368039,254.14899344199893,11.209623,0.1,311.1299,1638995447999
Fix,GT,34.1590892,-118.6368942,254.394993095994,11.357055,0.1,312.19568,1638995448999
Fix,GT,34.1591596,-118.6369863,254.6409943573475,11.562762,0.1,312.30008,1638995449999
Fix,GT,34.1592299,-118.637077,254.7789961931705,11.336216,0.1,313.5164,1638995450999
Fix,GT,34.1593014,-118.6371617,254.8769986243248,10.992857,0.1,316.22534,1638995451999
Fix,GT,34.1593735,-118.6372405,254.92799805194144,10.632611,0.1,318.18076,1638995452999
Fix,GT,34.1594438,-118.6373137,254.93500028151277,9.988266,0.1,319.35318,1638995453999
Fix,GT,34.1595083,-118.6373784,254.92100199228523,8.601362,0.1,320.3203,1638995454999
Fix,GT,34.1595635,-118.6374311,254.85000230264663,7.0949225,0.1,322.01834,1638995455999
Fix,GT,34.1596103,-118.6374717,254.7820014552474,5.7389693,0.1,324.60815,1638995456999
Fix,GT,34.1596463,-118.6375004,254.7210017656088,4.0077596,0.1,326.4089,1638995457999
Fix,GT,34.1596717,-118.6375199,254.66200178456307,2.7247324,0.1,327.14297,1638995458999
Fix,GT,34.159689,-118.6375329,254.61700120234488,1.7019752,0.1,327.74094,1638995459999
Fix,GT,34.1596968,-118.6375386,254.59500030374528,0.4334605,0.1,327.96948,1638995460999
Fix,GT,34.1596977,-118.6375393,254.58899969303607,0.0064033936,0.1,328.00095,1638995461999
Fix,GT,34.1596977,-118.6375392,254.588,0.0010003835,0.1,328.00174,1638995462999
Fix,GT,34.1596977,-118.6375392,254.5889996866584,0.0014140839,0.1,327.99994,1638995463999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,328.00018,1638995464999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.99994,1638995465999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014140799,0.1,327.9994,1638995466999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014140785,0.1,327.99896,1638995467999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.9985,1638995468999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.99802,1638995469999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.99762,1638995470999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.99725,1638995471999
Fix,GT,34.1596977,-118.6375392,254.589,0.0010001417,0.1,327.99652,1638995472999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.99625,1638995473999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.9958,1638995474999
Fix,GT,34.1596977,-118.6375392,254.589,0.0009996485,0.1,327.99536,1638995475999
Fix,GT,34.1596977,-118.6375392,254.589,0.001000147,0.1,327.9949,1638995476999
Fix,GT,34.1596977,-118.6375392,254.589,3.579259e-07,0.1,327.9944,1638995477999
Fix,GT,34.1596977,-118.6375392,254.589,0.0009996389,0.1,327.99393,1638995478999
Fix,GT,34.1596977,-118.6375392,254.589,0.0,0.1,327.99344,1638995479999
Fix,GT,34.1596977,-118.6375392,254.589,3.6746266e-07,0.1,327.99307,1638995480999
Fix,GT,34.1596977,-118.6375392,254.589,0.0,0.1,327.99283,1638995481999
Fix,GT,34.1596977,-118.6375392,254.589,0.0,0.1,327.9923,1638995482999
Fix,GT,34.1596977,-118.6375392,254.589,0.0,0.1,327.99203,1638995483999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.99158,1638995484999
Fix,GT,34.1596977,-118.6375392,254.589,0.0,0.1,327.99112,1638995485999
Fix,GT,34.1596977,-118.6375392,254.589,0.0009996135,0.1,327.99054,1638995486999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.99023,1638995487999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.99002,1638995488999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.98944,1638995489999
Fix,GT,34.1596977,-118.6375392,254.589,0.0,0.1,327.98914,1638995490999
Fix,GT,34.1596977,-118.6375392,254.589,0.0010004025,0.1,327.98825,1638995491999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.988,1638995492999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.98727,1638995493999
Fix,GT,34.1596977,-118.6375392,254.589,0.000999588,0.1,327.98737,1638995494999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014140416,0.1,327.98727,1638995495999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.987,1638995496999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.98672,1638995497999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014140377,0.1,327.98663,1638995498999
Fix,GT,34.1596977,-118.6375392,254.589,0.001,0.1,327.9859,1638995499999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.98596,1638995500999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014140337,0.1,327.98593,1638995501999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.98502,1638995502999
Fix,GT,34.1596977,-118.6375392,254.589,0.002236068,0.1,327.9847,1638995503999
Fix,GT,34.1596977,-118.6375392,254.589,0.002,0.1,327.98462,1638995504999
Fix,GT,34.1596977,-118.6375392,254.589,0.002,0.1,327.98422,1638995505999
Fix,GT,34.1596977,-118.6375392,254.589,0.0022359618,0.1,327.98395,1638995506999
Fix,GT,34.1596977,-118.6375392,254.589,0.002,0.1,327.98373,1638995507999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.98322,1638995508999
Fix,GT,34.1596977,-118.6375392,254.589,0.0010001905,0.1,327.98273,1638995509999
Fix,GT,34.1596977,-118.6375392,254.589,0.0014142136,0.1,327.98245,1638995510999
Fix,GT,34.1596976,-118.6375392,254.59099953383208,0.0028284271,0.1,327.9821,1638995511999
Fix,GT,34.1596976,-118.6375391,254.592,0.0031622776,0.1,327.98187,1638995512999
Fix,GT,34.1596976,-118.637539,254.594,0.003,0.1,327.98212,1638995513999
Fix,GT,34.1596976,-118.637539,254.596,0.0028284271,0.1,327.98196,1638995514999
Fix,GT,34.1596983,-118.6375394,254.5900004788637,0.41981632,0.1,328.00845,1638995515999
Fix,GT,34.159707,-118.6375455,254.5670014462471,1.8560258,0.1,328.17807,1638995516999
Fix,GT,34.1597259,-118.6375596,254.5210029118061,3.1408513,0.1,328.2187,1638995517999
Fix,GT,34.1597555,-118.6375813,254.4510039076805,4.570151,0.1,328.60135,1638995518999
Fix,GT,34.1597971,-118.6376112,254.2830108156204,6.1474624,0.1,329.15958,1638995519999
Fix,GT,34.1598454,-118.6376534,254.1150069268942,6.6850753,0.1,321.43518,1638995520999
Fix,GT,34.1598865,-118.6377153,253.93801244992017,7.3564568,0.1,304.61115,1638995521999
Fix,GT,34.159912,-118.6377944,253.64201603889464,7.9217415,0.1,286.31567,1638995522999
Fix,GT,34.1599159,-118.6378884,253.32602370280028,9.082082,0.1,267.1526,1638995523999
Fix,GT,34.1598953,-118.6379946,253.09801015067103,10.848861,0.1,252.4779,1638995524999
Fix,GT,34.1598553,-118.6381134,252.8780148100853,12.41461,0.1,245.9668,1638995525999
Fix,GT,34.1598023,-118.6382396,252.4640246677399,13.572205,0.1,240.3162,1638995526999
Fix,GT,34.1597285,-118.6383644,251.92603413057327,14.290383,0.1,229.81052,1638995527999
Fix,GT,34.1596341,-118.6384751,251.1300436992645,14.867929,0.1,220.96794,1638995528999
Fix,GT,34.1595268,-118.6385802,250.17505234479907,15.650094,0.1,218.5531,1638995529999
Fix,GT,34.1594158,-118.6386873,249.23604529333116,15.882013,0.1,219.40489,1638995530999
Fix,GT,34.1593108,-118.6388026,248.4800344386697,15.633003,0.1,224.60709,1638995531999
Fix,GT,34.1592216,-118.6389243,248.0400191895962,14.38503,0.1,231.63808,1638995532999
Fix,GT,34.1591536,-118.6390451,247.89,12.707975,0.1,238.22467,1638995533999
Fix,GT,34.1591031,-118.6391593,247.90200053942203,11.408036,0.1,243.95172,1638995534999
Fix,GT,34.1590651,-118.6392625,247.93799457359316,9.357547,0.1,246.62834,1638995535999
Fix,GT,34.1590363,-118.6393457,247.98199672555924,7.446066,0.1,247.52219,1638995536999
Fix,GT,34.1590133,-118.639414,247.987004940629,6.134997,0.1,247.49585,1638995537999
Fix,GT,34.158994,-118.6394693,248.005,4.8228498,0.1,247.00635,1638995538999
Fix,GT,34.1589775,-118.6395163,248.02099666798117,4.6295786,0.1,246.96744,1638995539999
Fix,GT,34.1589617,-118.6395614,248.0369994415045,4.331226,0.1,247.03452,1638995540999
Fix,GT,34.1589479,-118.6396016,248.065,3.3921802,0.1,247.20071,1638995541999
Fix,GT,34.1589392,-118.6396269,248.0779994351268,1.7293408,0.1,247.44402,1638995542999
Fix,GT,34.158935,-118.6396397,248.07699886381624,1.2383872,0.1,247.60297,1638995543999
Fix,GT,34.15893,-118.6396544,248.076,1.855159,0.1,247.67487,1638995544999
Fix,GT,34.15892,-118.6396826,248.08299770236016,3.9895084,0.1,246.65323,1638995545999
Fix,GT,34.1588996,-118.6397342,248.1289953789711,6.3858285,0.1,244.1897,1638995546999
Fix,GT,34.1588679,-118.639807,248.14499244976045,8.67274,0.1,241.5996,1638995547999
Fix,GT,34.1588242,-118.6398978,248.18099707996845,10.474112,0.1,239.29239,1638995548999
Fix,GT,34.158771,-118.6400035,248.26099706447124,12.39101,0.1,238.30864,1638995549999
Fix,GT,34.1587076,-118.6401275,248.3319982290268,14.457856,0.1,238.70679,1638995550999
Fix,GT,34.1586394,-118.6402735,248.40899287748337,16.477774,0.1,241.88666,1638995551999
Fix,GT,34.1585694,-118.640442,248.5159928395748,18.295694,0.1,243.83716,1638995552999
Fix,GT,34.1584947,-118.6406289,248.5859922018051,19.84274,0.1,244.34201,1638995553999
Fix,GT,34.1584154,-118.6408308,248.68399577885867,21.364807,0.1,244.63821,1638995554999
Fix,GT,34.1583309,-118.6410477,248.8229866627455,22.8144,0.1,244.85016,1638995555999
Fix,GT,34.1582419,-118.6412781,249.0479896392226,23.919563,0.1,244.9115,1638995556999
Fix,GT,34.1581501,-118.6415166,249.22798774766923,24.557257,0.1,245.00342,1638995557999
Fix,GT,34.1580543,-118.6417609,249.3909944574833,25.30761,0.1,244.27191,1638995558999
Fix,GT,34.1579523,-118.6420122,249.4649969047308,26.276192,0.1,243.43442,1638995559999
Fix,GT,34.157844,-118.6422717,249.55599315631392,27.26087,0.1,243.17288,1638995560999
Fix,GT,34.1577318,-118.6425394,249.71599124479292,28.015553,0.1,243.0189,1638995561999
Fix,GT,34.1576157,-118.6428137,249.7839943432212,28.747568,0.1,242.87259,1638995562999
Fix,GT,34.1574962,-118.6430941,249.8909943142533,29.344494,0.1,242.3525,1638995563999
Fix,GT,34.1573717,-118.6433782,249.96499238038064,29.890398,0.1,241.81947,1638995564999
Fix,GT,34.1572434,-118.6436661,250.02599489450452,30.323086,0.1,241.60538,1638995565999
Fix,GT,34.1571145,-118.6439581,250.13099166250228,30.59763,0.1,242.0849,1638995566999
Fix,GT,34.1569858,-118.6442525,250.3129845318794,30.813316,0.1,241.94788,1638995567999
Fix,GT,34.1568548,-118.6445493,250.53396826446055,31.229282,0.1,241.79349,1638995568999
Fix,GT,34.1567212,-118.6448506,250.86297591733933,31.685457,0.1,241.65329,1638995569999
Fix,GT,34.1565838,-118.6451525,251.18898037695885,31.763868,0.1,240.70059,1638995570999
Fix,GT,34.1564445,-118.6454539,251.52297831040624,31.841862,0.1,241.07466,1638995571999
Fix,GT,34.1563077,-118.6457585,251.8469775437117,32.028927,0.1,241.1812,1638995572999
Fix,GT,34.156168,-118.6460635,252.18398009264467,32.196926,0.1,240.854,1638995573999
Fix,GT,34.1560264,-118.6463698,252.53997999608515,32.43881,0.1,240.88618,1638995574999
Fix,GT,34.1558853,-118.6466793,252.8809778894782,32.687263,0.1,241.3345,1638995575999
Fix,GT,34.1557457,-118.6469926,253.20897980475425,32.87747,0.1,242.03181,1638995576999
Fix,GT,34.155608,-118.6473089,253.53997835731505,32.959724,0.1,242.35931,1638995577999
Fix,GT,34.155471,-118.6476251,253.98896602535248,32.722958,0.1,242.26454,1638995578999
Fix,GT,34.1553353,-118.6479372,254.6059535756111,32.210106,0.1,242.13391,1638995579999
Fix,GT,34.1552015,-118.6482444,255.38594306778907,31.854393,0.1,242.24866,1638995580999
Fix,GT,34.155068,-118.6485506,256.3189345308542,31.90359,0.1,242.09488,1638995581999
Fix,GT,34.1549345,-118.6488564,257.2849307751656,31.803772,0.1,242.18855,1638995582999
Fix,GT,34.1548015,-118.6491614,258.23993393063546,31.766657,0.1,242.09973,1638995583999
Fix,GT,34.1546682,-118.6494661,259.2179280415177,31.782156,0.1,242.02353,1638995584999
Fix,GT,34.1545345,-118.6497712,260.1689347339869,31.687475,0.1,242.16585,1638995585999
Fix,GT,34.1544033,-118.650073,261.12693585008384,31.121181,0.1,242.32677,1638995586999
Fix,GT,34.1542747,-118.6503697,262.04592847555875,30.672924,0.1,242.30135,1638995587999
Fix,GT,34.1541464,-118.6506641,262.9389388211966,30.647886,0.1,242.13426,1638995588999
Fix,GT,34.154018,-118.6509583,263.86992640233035,30.654623,0.1,242.24866,1638995589999
Fix,GT,34.1538897,-118.6512537,264.78893468934297,30.818758,0.1,242.003,1638995590999
Fix,GT,34.1537589,-118.6515498,265.75492647242544,31.017416,0.1,241.9368,1638995591999
Fix,GT,34.1536282,-118.6518478,266.7189333848953,31.091036,0.1,242.12524,1638995592999
Fix,GT,34.1534979,-118.6521472,267.6269389171601,31.244593,0.1,242.2964,1638995593999
Fix,GT,34.153368,-118.6524483,268.55193791639806,31.279482,0.1,242.87045,1638995594999
Fix,GT,34.153243,-118.6527511,269.48693030667306,31.112148,0.1,244.10233,1638995595999
Fix,GT,34.1531243,-118.6530566,270.4149307489396,31.143139,0.1,245.53967,1638995596999
Fix,GT,34.1530105,-118.6533668,271.3249200873375,31.48734,0.1,246.45238,1638995597999
Fix,GT,34.1529006,-118.6536835,272.32193535107376,31.90375,0.1,247.77412,1638995598999
Fix,GT,34.1527948,-118.6540065,273.30792835998534,32.031868,0.1,249.08768,1638995599999
Fix,GT,34.1526959,-118.6543317,274.30292580258845,31.976381,0.1,250.43622,1638995600999
Fix,GT,34.1526014,-118.6546602,275.29293000560995,32.16622,0.1,251.09164,1638995601999
Fix,GT,34.1525074,-118.6549922,276.27492592704294,32.453194,0.1,251.06323,1638995602999
Fix,GT,34.1524128,-118.6553253,277.2709278888106,32.444195,0.1,250.96826,1638995603999
Fix,GT,34.152318,-118.6556568,278.2489275943637,32.204147,0.1,250.80615,1638995604999
Fix,GT,34.152223,-118.6559866,279.21492728859187,32.217392,0.1,250.65985,1638995605999
Fix,GT,34.1521272,-118.6563173,280.20992007160186,32.40438,0.1,250.66864,1638995606999
Fix,GT,34.1520307,-118.6566518,281.19291974306105,32.880875,0.1,250.77084,1638995607999
Fix,GT,34.1519338,-118.656989,282.2019217391014,32.8538,0.1,250.80031,1638995608999
Fix,GT,34.1518376,-118.6573255,283.1829206359386,32.853447,0.1,250.93497,1638995609999
Fix,GT,34.1517414,-118.6576632,284.15592655801777,32.894894,0.1,251.02454,1638995610999
Fix,GT,34.1516466,-118.6579981,285.13792156028745,32.34079,0.1,250.98318,1638995611999
Fix,GT,34.1515516,-118.6583284,286.0889220260382,32.195732,0.1,250.62158,1638995612999
Fix,GT,34.1514557,-118.6586587,287.0149058977961,32.361385,0.1,250.6807,1638995613999
Fix,GT,34.1513592,-118.6589925,288.04892219448084,32.822105,0.1,250.72568,1638995614999
Fix,GT,34.1512616,-118.6593313,289.0509178994298,33.301544,0.1,250.7905,1638995615999
Fix,GT,34.1511633,-118.6596751,290.0619007613659,33.74532,0.1,250.85997,1638995616999
Fix,GT,34.1510643,-118.660021,291.0579156293273,33.52518,0.1,250.98361,1638995617999
Fix,GT,34.1509675,-118.6603619,292.0709290165901,32.927433,0.1,250.95395,1638995618999
Fix,GT,34.1508721,-118.6606967,293.0329206348658,32.43382,0.1,250.90973,1638995619999
Fix,GT,34.1507771,-118.661027,293.9959211325049,32.12778,0.1,250.61038,1638995620999
Fix,GT,34.1506817,-118.6613552,294.9579249126911,31.941704,0.1,250.6462,1638995621999
Fix,GT,34.1505876,-118.6616806,295.8669237971902,31.739353,0.1,250.66937,1638995622999
Fix,GT,34.1504931,-118.6620063,296.76192679357524,31.98035,0.1,250.5999,1638995623999
